Inventaire;Cote;Rubrique;Genre;Titre;SousTitre;ISBN;Auteur;Illustrateur;Annee;Editeur;Collection;Numero;Support;Mots-clefs;Niveau;Description;Taille;Date achat;Financement;Empruntable
2468;597.800;Batraciens;Album;Le Chat;"";"";Fradin (Natacha);"";2003;Milan;A quatre pattes;"";Livre;chat : élevage, batracien;Elémentaire;"";22 pages;"";"";Oui
2490;597.800;Batraciens;Album;Animaux de la forêt;"";978.2.7459.1405.7;Fradin (Natacha);"";2003;Milan;A quatre pattes;"";Livre;élevage, batracien;Elémentaire;"";22 pages;"";"";Oui
2491;597.800;Batraciens;Album;Animaux de la mer;"";2-7459-0826-X;Fradin (Natacha);"";2003;Milan;A quatre pattes;"";Livre;élevage, batracien;Elémentaire;"";22 pages;"";"";Oui
2496;"";Batraciens;Album;Mes premières découvertes;Que se passe t-il la nuit ?;978-2-07-062813-1;"";"";"";Gallimard jeunesse;La petite encyclopédie;"";Livre;encyclopédie scientifique;Elémentaire;"";"";"";"";Oui
2500;"";Batraciens;Album;Mes premières découvertes;La vie de nos ancêtres;978-2-07-062881-0;"";"";"";Gallimard jeunesse;La petite encyclopédie;"";Livre;encyclopédie scientifique;Elémentaire;"";"";"";"";Oui
2501;"";Batraciens;Album;Mes premières découvertes;La Musique;"";"";"";"";Gallimard jeunesse;La petite encyclopédie;"";Livre;encyclopédie artistique;Elémentaire;"";"";"";"";Oui
2502;"";Batraciens;Album;Mes premières découvertes;Le corps humain;"";"";"";"";Gallimard jeunesse;La petite encyclopédie;"";Livre;encyclopédie scientifique;Elémentaire;"";"";"";"";Oui
2619;"";Batraciens;Album;Mes premières découvertes;La préhistoire;"";"";"";"";Gallimard jeunesse;"";"";Livre;encyclopédie historique;Elémentaire;"";"";"";"";Oui
2646;"";Batraciens;Album;Mes premières découvertes;Le château fort;"";"";"";"";Gallimard jeunesse;"";"";Livre;encyclopédie historique;Elémentaire;"";"";"";"";Oui
2851;"";Batraciens;Album;Mes premières découvertes;Les maisons des insectes;"";"";"";"";Gallimard jeunesse;"";"";Livre;insecte;Elémentaire;"";"";"";"";Oui
2852;"";Batraciens;Album;Mes premières découvertes;Les animaux sous la terre;"";"";"";"";Gallimard jeunesse;"";"";Livre;élevage;Elémentaire;"";"";"";"";Oui
2854;"";Batraciens;Album;Mes premières découvertes;L'arbre;"";"";"";"";Gallimard jeunesse;"";"";Livre;écologie;Elémentaire;"";"";"";"";Oui
2856;"";Batraciens;Album;Mes premières découvertes;La terre et le ciel;"";"";"";"";Gallimard jeunesse;"";"";Livre;science appliquée;Elémentaire;"";"";"";"";Oui
2857;"";Batraciens;Album;KID PADDLE;Panik Room;978-2-9306-1807-4;MIDAM;"";"";MIDAM;"";"";Livre;bande dessinée;Elémentaire;"";"";"";"";Oui
2858;800.000;Lire des histoires;Bandes dessinées;Astérix le Gaulois;"";978-2-01-210133-3;Goscinny (René);Uderzo (Albert);2004;Hachette;"";"";Livre;bande dessinée, Gaule;Cours élémentaire;La toute première histoire d'Astérix, pour faire connaissance avec la troupe des irréductibles Gaulois.;48 pages;"";"";Oui
2859;800.000;Lire des histoires;Bandes dessinées;Vol 714 pour Sidney;Les aventures de Tintin;978-2-203-00121-3;Hergé;Hergé;1968;Casterman;Tintin;"";Livre;aventures, Australie : géograp;Cours moyen;"";30 cm;"";"";Oui
2860;800.000;Lire des histoires;Bandes dessinées;Coke en stock;Les aventures de Tintin;978-2-203-04580-4;Hergé;Hergé;1968;Casterman;Tintin;"";Livre;aventures, Australie : géograp;Cours moyen;"";30 cm;"";"";Oui
2861;800.000;Lire des histoires;Bandes dessinées;Tintin et les Picaros;Les aventures de Tintin;978-2-203-00123-7;Hergé;Hergé;1968;Casterman;Tintin;"";Livre;aventures, Australie : géograp;Cours moyen;"";30 cm;"";"";Oui
2862;800.000;Lire des histoires;Bandes dessinées;Lou !;Journal infime;978-2-7234-4275-6;Neel Julien;"";"";Glenat;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2863;"";Lire des histoires;Bandes dessinées;Garfield;Bête de scène;9782205066609;Davis Jim;"";"";Dargaud;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2864;"";Lire des histoires;Bandes dessinées;Kid Lucky;L'apprenti cow boy;9782884713177;Morris;"";"";Lucky Production;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2865;"";Lire des histoires;Bandes dessinées;Les schtroumpfs et l'arbre d'or;"";978-2-8036-2807-0;Peyo;"";"";Le lombard;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2866;"";Lire des histoires;Bandes dessinées;Titeuf à la folie;"";978-2-7234-8522-7;Zep;"";"";Glenat;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2867;"";Lire des histoires;Bandes dessinées;Faites gaffe à Lagaffe;"";"";Franquin;"";"";Marsu Productions;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2868;"";Lire des histoires;Bandes dessinées;Situations critiques;"";"";Pico Bogue;"";"";Dargaud;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2869;"";Lire des histoires;Bandes dessinées;Cédric Graine de star;"";978-2-8001-5194-6;Laudec;"";"";Dupuis;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2871;"";Lire des histoires;Bandes dessinées;Les nombrils;Pour qui tu te prends ?;"";Delaf et Dubuc;"";"";Dupuis;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2872;"";Lire des histoires;Bandes dessinées;Mélusine;Sortilèges;"";Gilson (Clarke);"";"";Dupuis;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2873;"";Lire des histoires;Bandes dessinées;Spirou et Fantasio;La face cachée du Z;"";VEHLMANN (Yoann);"";"";Dupuis;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2874;"";Lire des histoires;Bandes dessinées;Les Simpson;Coolitude;"";Dixon (Chuck);"";"";Jungle;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2876;"";Lire des histoires;Bandes dessinées;Mes premières découvertes;Le grand imagier de ma journée;"";"";"";"";Gallimard jeunesse;"";"";Livre;éducation;Cours moyen;"";"";"";"";Oui
2877;"";Lire des histoires;Bandes dessinées;Sac à Puces;Chauds les marrons !;978-2-211-20735-5;De Brad;"";"";Ecole des  loisirs;Mille bulles;"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2878;"";Lire des histoires;Bandes dessinées;Mélusine;Sortilèges;"";Gilson (Clarke);"";"";Ecole des  loisirs;Mille bulles;"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2879;"";Lire des histoires;Bandes dessinées;Monsieur Blaireau et Madame Renarde;Jamais tranquille !;"";Luciani (Brigitte);"";"";Ecole des  loisirs;Mille bulles;"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2880;"";Lire des histoires;Bandes dessinées;L'EMBRANCHEMENT DE MUGBY;"";978-2-211-21031-7;Meyrand (Rodolphe Et Estelle);"";"";Ecole des loisirs;"";"";Livre;conte;Cours moyen;"";"";"";"";Oui
2881;"";Lire des histoires;Bandes dessinées;L'HISTOIRE DE FRANCE EN BD;"";"";Joly (Dominique);Heitz (Bruno);"";Ecole des loisirs;"";"";Livre;bande dessinée;Cours moyen;"";"";"";"";Oui
2882;"";Lire des histoires;Bandes dessinées;LE ROI DES TROIS ORIENTS;"";"";Place (François);"";"";Ecole des  loisirs;"";"";Livre;histoire;Cours moyen;"";"";"";"";Oui
2883;"";Lire des histoires;Bandes dessinées;SCHMELELE ET L'EUGENIE DES LARMES;"";"";Ponti (Claude);"";"";Ecole des  loisirs;"";"";Livre;livre;Cours moyen;"";"";"";"";Oui
2884;"";Lire des histoires;Bandes dessinées;LOULOU A L'ECOLE DES LOUPS;"";"";Solotareff (Grégoire);"";"";Ecole des  loisirs;"";"";Livre;livre;Cours moyen;"";"";"";"";Oui
2885;"";Lire des histoires;Bandes dessinées;JEAN DE LA LUNE;"";"";Ungerer (Tomi);"";"";Ecole des  loisirs;"";"";Livre;livre;Cours moyen;"";"";"";"";Oui
2886;"";Lire des histoires;Bandes dessinées;Tchang;"A nous deux, nous serions plus forts";978-2-298-00094-8;Farr (Michael);"";2005;Moulinsart;"";"";Livre;histoire;Cours moyen;"";"";"";"";Oui
2887;"";Lire des histoires;Bandes dessinées;Tempête au haras;"";"";Donner (Chris);"";2013;Ecole des  loisirs;"";"";Livre;équitation;Cours moyen;"";"";"";"";Oui
2888;"";Lire des histoires;Bandes dessinées;Zélie et les Gazzi;"";"";Albert (Adrien);"";2013;Ecole des  loisirs;"";"";Livre;rien;Cours moyen;"";"";"";"";Oui
2889;"";Lire des histoires;Bandes dessinées;Le Bison;"";"";Valckx (Catharina);"";2013;Ecole des  loisirs;"";"";Livre;rien;Cours moyen;"";"";"";"";Oui
2890;"";Lire des histoires;Bandes dessinées;Astrapi Poche;A fond les vacances;"";"";"";"";Bayard;"";"";Périodique;jeu;Cours moyen;"";"";"";"";Oui
2891;800.000;Lire des histoires;Album;Le secret de Micha;"";9782211065320;Zenatti (Valérie);Mets (Alan);2002;Ecole des loisirs;Mouche;"";Livre;école, maladie;Cycle 3;« À la récré, nous avons fait cercle autour de Micha, parce qu’il n’y a rien de plus intéressant à l’école qu’un nouveau qui débarque en plein milieu d’année. » De plus intéressant et de plus insupportable ! Surtout quand on vous demande de changer de place et qu’on vous sépare de votre meilleure amie. Surtout quand votre maîtresse qui, jusque-là était la meilleure maîtresse du monde, se met à devenir une autre. Surtout quand le nouveau venu est agressif et déteste tout le monde. À moins qu’il n’y ait une raison à tout cela. Une raison immense et désespérée. Une raison que vous ne pouvez pas ne pas comprendre. À moins que vous n’ayiez le pouvoir de faire quelque chose pour que tout s’arrange.;76 pages;"";"";Oui
2892;"";Lire des histoires;Album;Le manoir aux loups;"";9782070581566;Aiken (Joanl);"";"";Gallimard jeunesse;Lecture junior;"";Livre;roman;Cycle 3;"";"";"";"";Oui
2893;"";Lire des histoires;Album;Cet été, on déménage;"";"";Desplat-Duc (Anne Marie);"";"";Rageot;Cascade;"";Livre;roman;Cycle 3;"";"";"";"";Oui
2894;"";Lire des histoires;Album;Il faut sauver papa !;"";9782070574667;Johnson (Pete);"";"";Folio;Folio junior;"";Livre;roman;Cycle 3;"";"";"";"";Oui
2895;"";Lire des histoires;Album;Ne m'appelez plus jamais Grochouchou;"";9782203118485;Joly (Fanny);"";"";Casterman;Huit et plus;"";Livre;roman;Cycle 3;"";"";"";"";Oui
2896;800.000;Lire des histoires;Romans et nouvelles;Les grandes questions;"";9782211053211;Desarthe (Agnés);"";1999;Ecole des loisirs;Mouche;"";Livre;histoire d'enfants, école, rel;Cycle 2;Léna et Samira s'en vont une semaine en classe verte. Ce sont deux grandes amies: Léna, couvée par ses parents, est très naïve, Samira qui regarde la télé, pense en savoir beaucoup plus. Elles se posent bien des questions existentielles: "Peut-on mourir d'amour? Quelles sont les conséquenses d'un rhume de cerveau"? Des personnages drôles et sympathiques.;94 p;"";"";Oui
2897;800.000;Lire des histoires;Romans et nouvelles;Le petit prince noir et les 1213 moutons;"";9782211088084;Audren;"";2008;Ecole des loisirs;Neuf;"";Livre;histoire d'enfants;Cycle 3;Comment Loïs s'est-elle retrouvée dans un pré d'herbe rose, en compagnie de 1 213 moutons à l'air abruti qui lui demandent de se taire et de brouter ? Elle a voulu en savoir plus, comme d'habitude... Plutôt que de s'endormir, elle a suivi les moutons qu'elle compte chaque soir afin de connaître leur destination. Le problème, c'est que Loïs n'est pas du genre à brouter. Ce qu'elle veut, elle, c'est parler, comprendre où se cache Grégoire, le premier mouton, et surtout quitter cet insupportable pré rose. Faudra-t-il pour cela convaincre le berger du troupeau ? A n'en pas douter, un gourou toxique, nettoyeur de cerveau, dont la simple évocation provoque des bêêêêlements de vénération... Surprise ! Il s'appelle Saul, il est perdu, comme elle. Et il est beau comme un prince éthiopien...;85 pages;"";"";Oui
2898;800.000;Lire des histoires;Romans et nouvelles;Les nuits où personne ne dort;"";9782211051910;Honoré (Christophe);"";1999;Ecole des loisirs;Mouche;"";Livre;histoire d'enfants, sentiment;Cycle 2;Les parents de Max ont invité Anton à venir en vacances avec eux. Anton est le meilleur ami de Max. Mais Max n'est pas le meilleur ami d'Anton. Il y a un certain nombre de copains avec qui Anton aurait nettement préféré partir en vacances. Surtout que les parents de Max ne s'adressent pas beaucoup la parole. Quand ils ouvrent la bouche, c'est pour se disputer. Ca rend le voyage un peu pénible. Anton ne devrait pas trop s'inquiéter, pourtant, car ces vacances seront à la fois les plus enrichissantes... et les plus courtes de toute sa vie !;"";"";"";Oui
2899;"";Lire des histoires;Romans et nouvelles;Coeur d'artichaut;"";9782211081030;Goldman (Gérard);"";"";Ecole des  loisirs;Medium;"";Livre;roman;Cycle 2;"";"";"";"";Oui
2900;800.000;Lire des histoires;Romans et nouvelles;Coup de gigot et autres histoires à faire peur;"";9782070551811;Dahl (Roald);"";2002;Gallimard;Folio junior;"";Livre;aventures;Cycle 3;Qui pourrait croire que derrière cette paisible ménagère, si tendre et si attentionnée avec son mari, se cache une terrible meurtrière ? Et cette logeuse débordante d'amabilité et de gentillesse, comment ne pas lui faire confiance ? Mais attention ! Les apparences sont parfois trompeuses...;115 pages;"";"";Oui
2901;"";Lire des histoires;Romans et nouvelles;Charlie et la chocolaterie;"";9782070612635;Dahl (Roald);"";"";Folio;Folio junior;"";Livre;roman;Cycle 3;"";"";"";"";Oui
2903;800.000;Lire des histoires;Romans et nouvelles;Le jour de tous les mensonges;"";9782092821596;Ben Kemoun (Hubert);"";1995;Nathan;Pleine Lune;"";Livre;policier;Cycle 3;"";144 p;"";"";Oui
2904;800.000;Lire des histoires;Romans et nouvelles;Comme une grenouille;"";9782092824634;Ben Kemoun (Hubert);Faller (Régis);1999;Nathan;Première lune;63;Livre;histoire d'enfants, natalité;Cycle 2;Mardi, toute la classe se rend à la piscine. Pour être dans le groupe de ses copains, Nico affirme savoir nager. C'est un gros mensonge! Il pratique dans son bain, sur la moquette de sa chambre. Le jour fatidique, il constate qu'il n'est pas le seul à avoir menti. Une petite scène réaliste de la vie quotidienne, racontée avec humour. --;28 p;"";"";Oui
2905;800.000;Lire des histoires;Romans et nouvelles;Maudit Mardi Gras !;"";9782092823699;Ben Kemoun (Hubert);Faller (Régis);2002;Nathan;Première lune;87;Livre;histoire d'enfants;Cycle 3;"";29 p;"";"";Oui
2906;932.000;Egyptiens;Romans et nouvelles;Le Dico des Egyptiens;"";9782732431819;Koenig (Viviane);Ageorges (Véronique);2004;La Martinière;"";"";Livre;Egypte antique;Cycle 3;Le Dico de... est une nouvelle collection qui propose de faire le tour complet d'une civilisation. Grâce à de multiples entrées classées par ordre alphabétique ou thématique, tous les grands sujets sont abordés. Des ouvrages à la fois sérieux et divertissants pour un public large de passionnés. L'Egypte ancienne vous semble familière ? Vous pensez tout connaître, et pourtant ! L'Egypte recèle encore bien des secrets, que ce Dico saura vous révéler... Laissez-vous donc transporter sur les bords du Nil, flânez à l'ombre des grandes pyramides et découvrez la vie quotidienne des anciens Egyptiens.;126 pages;"";"";Oui
2907;"";Egyptiens;Romans et nouvelles;Les Romains;"";9782742784974;Dars (Eric);"";"";Actes Sud Junior;A petits pas;"";Livre;roman;Cycle 3;"";"";"";"";Oui
2908;"";Egyptiens;Romans et nouvelles;Mes chers voisins;"";9782092821824;Moncomble (Gérard);"";"";Nathan;"";"";Livre;roman;Cycle 3;"";"";"";"";Oui
2909;"";Egyptiens;Romans et nouvelles;La montre infernale;"";9782092821701;Sautereau (François);"";"";Nathan;"";"";Livre;roman;Cycle 3;"";"";"";"";Oui
2910;"";Egyptiens;Romans et nouvelles;La Rédac;"";"";Reberg (Evelyne);"";"";Nathan;"";"";Livre;roman;Cycle 3;"";"";"";"";Oui
2911;"";Egyptiens;Romans et nouvelles;Avale, Léonardichon;"";9782211021616;Vaugelade (Anaïs);"";"";Ecole des  loisirs;Renardeau;"";Livre;roman;Cycle 3;"";"";"";"";Oui
2912;"";Egyptiens;Romans et nouvelles;La France;Premières notions de géographie;9782732427737;Coatanlem (Pascal);"";"";De la Martinière;Cogito;"";Livre;géographie;Cycle 3;"";"";"";"";Oui
2914;030.000;Dictionnaires - Encyclopédies générales;Romans et nouvelles;Album;"";9782211035798;Solotareff (Grégoire);"";1995;Ecole des loisirs;Albums;"";Livre;encyclopédie générale, photogr;Cycle 3;A la suite de Petit musée, mais dans un esprit et un format différent, 113 mots, d'Arbres à Zèbres illustrés par des photos de grands maîtres comme Robert Doisneau, Henri Cartier-Bresson, Jacques-Henri Lartigue, Man Ray, Edouard Boubat, André Kertész… Un livre magnifique, imaginé par Gabriel Bauret et Grégoire Solotareff. Photos en noir et blanc et en couleur.;236 p;"";"";Oui
2915;800.000;Lire des histoires;Album;Toute seule;"";9782211051460;Solotareff (Grégoire);"";1998;Ecole des loisirs;Albums;"";Livre;éducation, rongeur, ours;Cycle 2;" Est-ce qu'on est seul dans la vie ou pas? " se demandait Fleur. Chaque matin, elle regardait sa forêt par la fenêtre. Elle savait que c'était une forêt immense. Elle pensa que si elle la traversait, elle aurait la réponse. Elle se dit: "J'ai sept ans. C'est le moment d'y aller.";"";"";"";Oui
2916;"";Lire des histoires;Album;Te fais pas remarquer !;"";9782848651200;David (Francois);"";"";Sarbacane;"";"";Livre;enfance;Cycle 2;"";"";"";"";Oui
2917;800.000;Lire des histoires;Contes;L'histoire vraie des Bonobos à lunettes;"";9782742722068;Turin (Adela);Bosnia (Nella);1999;Actes Sud Junior;Les grands livres;"";Livre;conte;Cycle 3;La révolte gronde chez les Bonobos ! Les bonobées en ont assez de faire la cueillette pendant que leurs époux se pavanent avec des lunettes de soleil, se donnant de grands airs en répétant toujours les mêmes quatre mots d'anglais. C'est décidé, elles lèvent le camp !.;40 pages;"";"";Oui
2918;800.000;Lire des histoires;Album;Le tournemire;"";9782211041539;Ponti (Claude);"";1996;Ecole des loisirs;Albums;"";Livre;imaginaire, histoire d'animaux;Cycle 2;Un Tournemire remplace les enfants par des objets. Azilise veille sur Mose transformé en ballon. Ils s'envolent. Ils sont poursuivis par le Schniarck effaceur d'enfants, avalés tout rond par un Bébé-Maison. Finalement tous se retrouvent dans la joie. Ponti, virtuose de l'imaginaire, nous entraîne dans le monde du rêve et de la fantaisie où le rationnel n'a pas place. Rien à comprendre ou à expliquer.;32 cm 26cm;"";"";Oui
2919;"";Lire des histoires;Album;Jeanne d'Arc;"";9782203553873;Poole (Josephine);"";"";Casterman;Albums Duculot;"";Livre;histoire;Cycle 2;"";"";"";"";Oui
2920;"";Lire des histoires;Album;Okapi le monde s'agrandit;Amazonie;"";"";"";"";Bayard;Dossier Okapi;"";Livre;presse;Cycle 2;"";"";"";"";Oui
2921;"";Lire des histoires;Album;Okapi le monde s'agrandit;Mais pourquoi on fait des bétises ?;"";"";"";"";Bayard;"";"";Livre;presse;Cycle 2;"";"";"";"";Oui
2922;"";Lire des histoires;Album;Images DOC;Titanic son incroyable naufrage;"";"";"";"";Bayard;"";"";Livre;presse;Cycle 2;"";"";"";"";Oui
