dc.title,dc.identifier,dc.creator,dc.contributor,dc.subject,dc.description,dc.publisher,dc.date,dc.type,dc.format,dc.source,dc.relation,dc.coverage,dc.rights,item.id,item.callNumber,item.acquisitionDate,item.fundingSource
Les doigts rouges,2.84146.420.2,"Villard, Marc","Louchard, Antonin",policier|crime|aventures,Que feriez-vous si vous soupçonniez votre grand frère chéri d'avoir commis un crime horrible? Ricky est rongé par le doute.,Syros,1997,Text,,Mini Syros,,Cycle 3,Loanable,2344,800.000,,
Trois fêlés et un pendu,2841465543,"Oppel, Jean-Hugues","Louchard, Antonin",aventures,"«Vous connaissez la grange abandonnée, près du pont de l'écluse ? Eh bien, dedans, il y a une vieille charrue toute rouillée, des râteliers à foin complètement pourris, de la paille, et sous la paille...- Le trésors ! s'écrient en choeur Dédé et Marco.- Dans un coffre, comme je vous le dis, affirme Lucien.». Mais quand Dédé et Marco retournent à la grange pour récupérer le trésor, ils se trouvent face à face avec un drôle de pendu...A partir de 9 ans.",Syros,1998,Text,32 pages,Mini Syros,,Cycle 3,Loanable,2345,800.000,,
Ippon,2841464334,"Oppel, Jean-Hugues",,aventures,"Bonsoir, Sébastien.Voix masculine, un peu chantante. Timbre médium. Pas d'accent. Pas vraiment menaçante. Pire: sûre d'elle même. Sébastien frémit. - Ta maman a téléphoné. Elle ne doit pas s'inquiéter, tu sais, je vais bien m'occuper de toi....  L'intrus n'est pas un vulgaire cambrioleur....  Sébastien, ceinture verte, va devoir mobiliser toute sa science de judoka pour sauver sa vie.",Syros,1999,Text,128 pages,Souris noire,,Cycle 3,Loanable,2346,800.000,,
Dans le grand bain,2841466469,"Oppel, Jean-Hugues","Ferrandez, Jacques",requin|aventures,"Comparé aux établissements similaires américains, le «Seaworld» de San Diego par exemple, le marineland Chambier est des plus modestes. de plus il est fermé. Les parents de Delphine, quatorze ans, en ont hérité. Ils ont revendu les poissons exotiques, donné les dauphins. Restent les deux vedettes incontestées du parc, lorsqu'il était ouvert : l'orque et le grand requin blanc. En attendant qu'ils trouvent preneurs, Delphine peut jouer avec le plus fantastique des copains : l'orque.Ce soir-là, dans le grand bassin, Delphine appelle son amie. Un aileron déchire la surface de l'eau. La jeune fille pousse un cri joyeux qui s'étrangle aussitôt dans sa gorge.L'aileron n'est pas noir, mais gris acier.Dessous, trois tonnes de muscles réparties sur sept mètres de longueur propulsent une formidable mâchoire à triple rang de dents triangulaires tranchantes commes des rasoirs... Ce n'est pas l'orque, mais le grand requin blanc qui traverse le bassin.Droit sur la belle Delphine, mince et blonde à croquer...",Syros,1999,Text,89 pages,Souris noire,,Cycle 3,Loanable,2347,800.000,,
Pas de pitié pour les poupées B.,2841464075,"Lenain, Thierry",,policier|école,"A l'école, un mystérieux tueur en série s'attaque sauvagement aux poupées des cinq filles du ""clan Barbie"". Vengeance ?",Syros,1997,Text,29 pages,Mini Syros,3,Cycle 3,Loanable,2348,800.000,,
L'assassin de papa,2-84146-519-5,"Ferdjoukh, Malika",,policier,"Le voleur tordit la main du volé, bouscula mon père qui se retrouva sur le pavé. Le type fonça droit sur moi. J'étais au bord du fleuve et, avant de comprendre ce qui m'arrivait, un paquet d'eau glacée me couvrit la tête. J'arrêtai de respirer....  Et si le voleur et le tueur en série ne faisaient qu'un ?.  La subite disparition du père de Valentin, témoin gênant pour le meurtrier, confirme les soupçons et les inquiétudes de celui-ci...",Syros,1998,Text,132 pages,Souris noire,,Cycle 3,Loanable,2349,800.000,,
Le vol de la momie,,"Carrese, Philippe",,policier,,Syros,,Text,,Souris noire,,Cycle 3,Loanable,2350,800.000,,
Je veux un vieux Noël,,"Cohen-Janca, Irène","Dall'ava, Caroline",Noël,,Editions du Rouergue,,Text,,,,Cycle 3,Loanable,2351,800.000,,
Le chat et le diable,9782070548798,"Joyce, James","Blachon, Roger",conte,"Les gens de Beaugency voulaient un pont, bien sûr, mais que leur en coûterait-il ? "" Pas un sou, dit le diable, tout ce que je demande, c'est que la première personne qui passera le pont m'appartienne. "" Une légende drôle et malicieuse de James Joyce à raconter aux petits et que les plus grands liront avec plaisir.",Gallimard,2008,Text,28 pages,Folio benjamin,,Cycle 2,Loanable,2352,800.000,,
La fille du canal,9782867389566,"Lenain, Thierry",,histoire d'enfants|sentiment,"A la demande de son professeur de dessin, Sarah pose nue devant lui. Blessée, elle s'enferme dans son secret.Son institutrice, se souvenant de sa propre expérience, tente de sortir Sarah de son silence.",Syros,1993,Text,81 pages,Les uns et les autres,,Cycle 3,Loanable,2354,800.000,,
Catalogue de parents: Pour les enfants qui veulent en changer,,"Ponti, Claude",,histoire d'enfants,,Ecole des  loisirs,,Text,,,,Cycle 3,Loanable,2355,800.000,,
Titi à Paris,,"Solotareff, Grégoire",,histoire d'animaux,,Ecole des  loisirs,,Text,,,,Cycle 3,Loanable,2356,800.000,,
Les évadés du Mont-Saint-Michel,,"Grégoire, Fabian",,histoire d'enfants,,Ecole des  loisirs,,Text,,Archimède,,Cycle 3,Loanable,2357,800.000,,
Sept milliards de visages,,"Spier, Peter",,aventures,,Ecole des  loisirs,,Text,,,,Cycle 3,Loanable,2358,800.000,,
Léo,2-211-01902-1,"Kraus, Robert","Aruego, José",famille|histoire d'enfants|m,", le tigron, fait le désespoir de son père: il ne sait rien faire. Tout rentre dans l'ordre avec le temps. Une histoire amusante qui caractérise bien l'attitude des parents face à leurs rejetons. Les illustrations sont pleines de verve et d'humour.",Ecole des loisirs,2009,Text,31 cm,Albums,,Cycle 2,Loanable,2359,800.000,,
Le roman de Renart: Les jambons d'Ysengrin,,"Mathis, Jean-Marc","Martin, Thierry",bande dessinée,,Delcourt,2009,Text,,Jeunesse,,Cycle 2,Loanable,2360,800.000,,
Le Loup-Noël,2211074553,"Gay, Michel",,histoire d'animaux|loup|Noël,"Le Loup-Blanc a mauvaise réputation si bien que lorsqu'il veut acheter des cadeaux pour ses petits louveteaux, il est très mal accueilli dans les magasins, même déguisé. Heureusement, le hasard réserve parfois de bonnes surprises. "" Drôle, attendrissante, merveilleuse histoire de Noël, qui vous fera tous aimer les loups. C'est très, très fort(R.A). La République du centre, 21 Décembre 1983",Ecole des loisirs,1981,Text,,Albums,,Cycle 1,Loanable,2361,800.000,,
Le loup qui mangeait les histoires,,"Laurendon, Gilles","Le Goff, Hervé",histoire d'animaux,,Atlas,2004,Text,,"Bientôt, je lis",,Cycle 1,Loanable,2362,800.000,,
Geo ado n° 80,,,,rien,,Milan presse,,Text;Periodical,,,80,Cycle 1,Loanable,2364,,,
Geo ado n° 81,,,,rien,,Milan presse,,Text;Periodical,,,81,Cycle 1,Loanable,2365,,,
Le secret d'état aux yeux verts,2211043216,"Donner, Chris",,histoire d'enfants|sentiment,"Il y a une chose que je ne supporte pas, c'est d'être malheureuse... Mais comment continuer à être heureuse quand on est tombée amoureuse d'un secret d'Etat aux yeux verts qui s'appelle Emilio Perez, qui disparaît sans arrêt et qui est aussi difficile à trouver qu'une aiguille dans une botte de foin : aux îles Rademaker, il y au moins deux mille familles Perez.",Ecole des loisirs,,Text,,Mouche de poche,,Cycle 2,Loanable,2366,800.000,,
"Rex, ma tortue",2211081282,"Gutman, Colas","Deiss, Véronique",histoire d'enfants|tortue,"Pour mon anniversaire, j'avais demandé un chien. Mais, quand j'ai ouvert mon paquet, j'ai découvert une tortue. J'ai pensé que ce devait être une pochette-surprise déguisée en tortue et qu'à l'intérieur je trouverais mon chien. Non. A l'intérieur, il n'y avait rien. J'ai compris alors que la tortue était mon seul et vrai cadeau et je sais maintenant que mon anniversaire est le pire jour de ma vie. A moins que... Une tortue peut-elle jouer à être un chien ? Un livre pour les enfants qui aiment déjà lire tout seuls.",Ecole des loisirs,2006,Text,38 pages,Mouche,,Cycle 2,Loanable,2367,800.000,,
Tournicotte,,"Bonniol, Magali",,histoire d'enfants,,Ecole des  loisirs,,Text,,,,Cycle 2,Loanable,2368,800.000,,
"Bizarre, bizarre",,Audren,,histoire d'enfants,,Ecole des  loisirs,,Text,,,,Cycle 2,Loanable,2369,800.000,,
Charlie et la chocolaterie,2070334465,"Dahl, Roald",,histoire d'enfants,,Gallimard,1987,Text,192 pages,Folio junior,,Cours moyen,Loanable,2370,800.000,,
Ivan le terrible,,"Fine, Anne",,histoire d'enfants,,Ecole des  loisirs,,Text,,,,Cours moyen,Loanable,2371,800.000,,
La brouille,,"Boujon, Claude",,histoire d'animaux|rongeur,Deux lapins sont voisins de terrier et se disputent copieusement. Jusqu'au jour où arrive... le renard. Ils découvrent alors que l'union fait la force.,Ecole des loisirs,1989,Text,,Albums,,Cycle 3,Loanable,2372,800.000,,
Le déjeuner des loups,2877672522,"Pennart, Geoffrey de",,conte|loup,"Lucas, le héros du ""Loup sentimental"", doit fêter son anniversaire avec toute sa famille. Lors d'une promenade en forêt il tombe sur Maurice, un cochon ""bien de sa personne"", il le capture dans le but de l'engraisser et d'en faire un excellent déjeuner d'anniversaire. Mais c'est en fait une relation d'amitié qui s'instaure !.",Ecole des loisirs,1998,Text,,Kaléidoscope,,Cycle 2,Loanable,2373,800.000,,
Les deux gredins,2070331415,"Dahl, Roald",,histoire d'animaux|humour,"La barbe de Compère Gredin est un véritable garde-manger, garnie des miettes de ses monstrueux festins : restes de spaghettis aux vers de terre, bribes de tartes aux oiseaux... un régal que Commère Gredin lui prépare chaque semaine. Mais voilà qu'une bande de singes acrobates va troubler les préparatifs du plat hebdomadaire...",Gallimard,2000,Text,96 pages,Folio junior,141,Cycle 3,Loanable,2374,800.000,,
Harry est fou,207051580X,"King-Smith, Dick","Gay, Michel",histoire d'enfants|oiseau : é,"Lorsque Harry vit pour la première fois Madison, il fit la grimace ! Pourquoi son oncle d'Amérique, l'oncle Georges, lui avait-il donc légué un perroquet africain, âgé de quarante ans et muet ? Harry eut la réponse à cette question quand Madison commença à l'aider à faire ses devoirs, confia à sa mère le secret de succulents gâteaux et fit faire à son père de formidables progrès aux mots croisés...  Car Madison était loin d'être muet !",Gallimard,1997,Text,,Folio junior,,Cycle 3,Loanable,2375,800.000,,
Moumine le troll: Le chapeau du sorcier,2092041878,"Jansson, Tove","Jansson, Tove",conte,,Nathan,,Text,185 pages,,,Cours moyen,Loanable,2376,800.000,,
Qui a peur de Madame Lacriz ?,2211039464,"Murail, Marie-Aude","Dumas, Philippe",école|instituteur,"Etes-vous pour ou contre les devoirs à la maison ? Solène, qui est en CM1, est contre. Et sa maman n'est pas tellement pour non plus, à force de passer ses soirées à chercher des renseignements sur l'art roman, l'art gothique et les effets de la déforestation en Amazonie. Peut-être cela serait-il moins dur, si Solène n'avait pas comme institutrice madame Lacriz...",Ecole des loisirs,1998,Text,21 cm,Mouche,,Cycle 3,Loanable,2377,800.000,,
Pezzettino,2211046983,"Lionni, Léo","Lionni, Léo",sentiment|couleur : peinture,"Les aventures tendres et surprenantes de Petit Bleu et petit Jaune, deux petites taches de couleurs sur un fond presque toujours blanc.  Une grande réussite !  Album à partir de 3ans.",Ecole des loisirs,1997,Text,20 cm/20,Lutin poche,,Cycle 1,Loanable,2378,800.000,,
Jean Toutou et Marie Pompon,2877671879,"Pennart, Geoffrey de",,sentiment,"Comment Jean Toutou peut-il espérer séduire l'élue de son coeur quand son complet-veston est tire-bouchonné, ses souliers sont crottés, ses cheveux sont ébouriffés et sa dent est cassée ?",Ecole des loisirs,1996,Text,,Kaléidoscope,,Cycle 1,Loanable,2379,800.000,,
Papa !,,"Corentin, Philippe",,sommeil|imaginaire,"Au lit, on lit. Ensuite on dort. Mais soudain... On entend un grand cri : Papa!! Encore une histoire de monstre, mais celle-ci a vraiment, vraiment, quelque chose de spécial.",Ecole des loisirs,1995,Text,28 pages,Albums,,Cycle 2,Loanable,2380,800.000,,
Mathieu,221101156X,"Solotareff, Grégoire",,morale,,Ecole des loisirs,1990,Text,,Albums,,Cycle 2,Loanable,2381,800.000,,
Mathieu,221101156X,"Solotareff, Grégoire",,morale,,Ecole des loisirs,1990,Text,,Albums,,Cycle 2,Loanable,2382,800.000,,
Ma vie en dix sept pieds,9782211096652,"MAINARD, Dominique",,histoire d'enfants|histoires,,Ecole des  loisirs,2008,Text,,Maximax,,Cours moyen,Loanable,2385,800.000,,
22 !,9782211096461,"Murail, Marie-Aude",,histoire,,Ecole des  loisirs,2008,Text,,Animax,,Cours élémentaire,Loanable,2386,,,
Princesse lili à la belle étoile,,"Kimpton, Diana","Finlay, Lizzie",histoire d'enfants,,Castor poche flammarion,,Text,,,,Cours élémentaire,Loanable,2388,800.000,,
Les contes bleus du chat perché,2070334333,"Aymé, Marcel",,histoire d'animaux|merveilleu,"32 pages en plus pour mieux lire les autres. Un supplément ludique et enrichissant. Des tests, des jeux, des exercices d'observation. Un prolongement à la lecture de ce livre. Une ouverture sur la meilleure littérature. Un plaisir de plus !",Gallimard,1987,Text,224 pages,Folio junior édition spéciale,,Elémentaire,Loanable,2389,800.000,,
Le livre des découvertes et des inventions,2070395049,Besson,Besson,science appliquée,,Gallimard,1983,Text,,Découverte cadet,,Elémentaire,Loanable,2390,600.000,,
Amad: Les dés du hasard,2203164050,"Thiès, Paul","Bonhomme, Isabelle",jeu,,Casterman,1988,Text,22 cm,Aventures à construire,4,Cours moyen,Loanable,2391,793.000,,
Au pays du grand condor,2070334864,"Garrel, Nadèjda","Héron, Bernard",Indien d'Amérique du Sud|magi,"Un petit Indien et son lama blanc sont confrontés à une injustice sans pitié. Un condor et un adolescent des Hauts Plateaux des Andes descendent dans l'inhumaine vallée à la rencontre des hommes. Un sorcier devenu fou de pouvoir rivalise avec le léopard, détenteur du feu et roi de la forêt. Une petite fille qui n'a pour seules armes que l'amour et la générosité va affronter le plus grand serpent du monde... Dans ces quatre histoires situées dans une Amérique du Sud à la fois réelle et mythique, des animaux extraordinaires, des enfants étrangement obstinés, des vieillards qui gardent la mémoire de leur peuple, livrent ensemble des combats solitaires et inégaux au nom d'un monde où la vraie vie et la magie seront reines.",Gallimard,2001,Text,224 pages,Folio junior,486,Cours moyen,Loanable,2392,800.000,,
Le livre de la forêt,2070593630,"Gourier, James",Collectif,forêt : milieu|reboisement :,"Les forêts évoluent et se renouvellent sans cesse. Pour découvrir les plantes et les animaux qui les habitent, la vie des arbres et le travail des bûcherons, voici une promenade au coeur des futaies et des taillis racontée et illustrée par une équipe de forestiers passionnés.",Gallimard,1995,Text,73,Découverte cadet,39,Cours élémentaire,Loanable,2393,577.300,,
Le village enfoui,,"Guillet, Gérard","Roué, Ar",conte,,Castor poche flammarion,1989,Text,,,,Cours élémentaire,Loanable,2394,800.000,,
Marinette contre Mozart,,"Goudet, François","Bloch, Serge",histoire d'enfants,,Casterman,,Text,,,,Cours élémentaire,Loanable,2395,800.000,,
Le livre du ciel,207039512X,"Verdet, Jean-Pierre","Broutin, Christian",univers|nuit|saison,"Le ciel enchante nos paysages. Voici un guide pour explorer le système solaire, reconnaître les étoiles au fil des saisons, les nuages, les phases de la Lune comprendre le rôle du Soleil et du vent et découvrir les légendes du ciel.",Gallimard,1986,Text,18 cm,Découverte cadet,,Elémentaire,Loanable,2396,520.000,,
La fille du canal,2867389569,"Lenain, Thierry",,histoire d'enfants|sentiment,"A la demande de son professeur de dessin, Sarah pose nue devant lui. Blessée, elle s'enferme dans son secret.Son institutrice, se souvenant de sa propre expérience, tente de sortir Sarah de son silence.",Syros,1993,Text,81 pages,Les uns et les autres,,Cycle 3,Loanable,2397,800.000,,
Contes à l'envers,2-211-04529-4,"Dumas, Philippe","Moissard, Boris",conte|humour,"Voici cinq contes ""classiques"" minutieusement démontés confrontés aux réalités d'aujourd'hui, ironiquement remontés et illustrés avec humour : La belle histoire de Blanche-Neige, Le Petit Chaperon bleu marine, Le don de la fée Mirobola, La Belle aux doigts bruyants et Conte à rebours.",Ecole des loisirs,1985,Text,,Neuf,,Cycle 3,Loanable,2398,800.000,,
Tarte à tout,,"Sylvander, Mathieu","Poussier, André",histoire d'enfants,,Ecole des  loisirs,,Text,,,,Cycle 3,Loanable,2399,800.000,,
Coyote mauve,,Cornette,Rochette,histoire d'animaux,,Ecole des  loisirs,,Text,,Pastel,,Cycle 3,Loanable,2400,800.000,,
Le livre d'Olga,,"Brisac, Geneviève","Gay, Michel",histoire d'enfants,,Ecole des  loisirs,,Text,,Animax,,Cycle 3,Loanable,2401,800.000,,
La violence et la non-violence,,"Labbé, Brigitte","Puech, Michel",école,,Milan,,Text,,Les goûters philo,18,Cycle 3,Loanable,2383,370.000,,
Les petits et les grands,,"Labbé, Brigitte","Puech, Michel",école,,Milan,,Text,,Les goûters philo,12,Cycle 3,Loanable,2384,370.000,,
Pour de vrai et pour de faux,,"Labbé, Brigitte","Puech, Michel",école,,Milan,,Text,,Les goûters philo,6,Cycle 3,Loanable,2402,370.000,,
Les chefs et les autres,2745903225,"Labbé, Brigitte","Azam, Jacques",éducation civique,"Chef de chantier, chef d'orchestre, rédacteur en chef, chef de secteur, chef de rayon, chef de bande, chef d'Etat, chef d'entreprise, chef de bord... Incroyable, le nombre de chefs ! Et souvent, les chefs ont des chefs, et les chefs des chefs ont des chefs, et les chefs des chefs des chefs ont encore des chefs. On aime être chef, pas de doute là-dessus.",Milan,2001,Text,40 pages,Les goûters philo,,Elémentaire,Loanable,2403,320.000,,
Le travail et l'argent,2-7459-0179-6,"Labbé, Brigitte","Azam, Jacques",éducation civique,"S'il y avait des gens sur d'autres planètes et s'ils venaient sur Terre, ils se diraient que l'argent est magique. Les humains ont des billets et des pièces et, quand ils les donnent, ils ont ce qu'ils veulent !",Milan,2000,Text,39,Les goûters philo,,Elémentaire,Loanable,2404,320.000,,
D'accord et pas d'accord,,"Dupont-beurier, PF","Labbé, Brigitte",école,,Milan,,Text,,Les goûters philo,27,Elémentaire,Loanable,2405,370.000,,
Docteur Fred et Coco Dubuffet,,"Valckx, Catharina",,histoire d'animaux,"Docteur Fred, l'éléphant, est médecin de village. Il habite une jolie maison au sommet d'une colline. Parfois, il se sent un peu seul. Il a beau avoir une terrasse avec une vue magnifique, il a beau être très aimé de ses patients, il n'est pas tout à fait heureux. Un jour, en faisant le ménage, il rencontre quelqu'un qui va changer sa vie.",Ecole des loisirs,1997,Text,,Mouche,,Cycle 2,Loanable,2406,800.000,,
La bande à Tristan,,"Murail, Marie-Aude","Gay, Gabriel",histoire d'enfants,,Ecole des  loisirs,,Text,,Mouche,,Cycle 2,Loanable,2407,800.000,,
Coeur de pierre,2841464458,"Dorin, Philippe","Louchard, Antonin",policier,"J'entends une course dans les rochers, le claquement d'une portière et le démarrage précipité d'une voiture. Puis c'est le silence, et l'oeil accusateur de la morte que je dois supporter toute la nuit. Je voulais devenir pierre précieuse. J'ai servi d'arme. Une pierre qui parle ? Seulement sur le papier...  Dans la vie, elle ne fait que subir les passions humaines.  Elle qui rêvait d'aventures sur son île déserte, elle devient à la fois pièce à conviction d'un crime et talisman d'une bande de gamins...",Syros,1997,Text,32 pages,Mini Souris noire,,Cycle 2,Loanable,2408,800.000,,
Aubagne la galère,2-867-38323-4,"Hugo, Hector","Renucci, Isabelle",policier,"Si le jeune lecteur connaît quelques éléments de l'oeuvre et la vie de Victor Hugo, il en reconnaîtra dans ce livre toutes les références y compris le pseudonyme de l'auteur de l'oeuvre, mais l'histoire peut très bien se lire sans ces «savantes» et très nombreuses allusions. Jean-Val vole deux croissants à la myrtille dans une boulangerie appelée La petite madeleine. Monsieur Thénardier, le propriétaire, poursuit le coupable qui est stoppé net par un taxi «Javert». Le lendemain, à l'hôpital, Jean-Val explique à son copain d'école qu'il voulait offrir les gâteaux à sa mère, Fantine, et qu'ils étaient trop chers pour lui. Comme monsieur Thénardier porte plainte, Gervais, Nicolas, Marie, Claire et Léopoldine, les camarades de Jean-Val, harcèlent le boulanger sur son lieu de travail pour qu'il la retire. Ils se servent même de l'agent de police, Madame Drouet. Mais le coup fatal est porté par Mademoiselle Myriel, la maîtresse, qui menace l'entêté d'envoyer son cousin, contrôleur du fisc.",Syros,1988,Text,32 pages,Souris noire,,Cycle 2,Loanable,2409,800.000,,
Qui a tué Minou-Bonbon ?,2-84146-406-7,"Périgot, Joseph","Louchard, Antonin",aventures,,Syros,1997,Text,32 pages,Mini Souris noire,,Cycle 2,Loanable,2410,800.000,,
